,type,geometry.type,geometry.coordinates,properties.id,properties._scope,properties.allowDonations,properties.classification,properties.countPlanted,properties.countTarget,properties.country,properties.currency,properties.fixedRates,properties.image,properties.isApproved,properties.isFeatured,properties.isPublished,properties.isTopProject,properties.location,properties.minTreeCount,properties.name,properties.paymentDefaults.fixedTreeCountOptions,properties.paymentDefaults.fixedDefaultTreeCount,properties.purpose,properties.reviewScore,properties.reviews,properties.slug,properties.taxDeductionCountries,properties.tpo.image,properties.tpo.address.zipCode,properties.tpo.address.country,properties.tpo.address.address,properties.tpo.address.city,properties.tpo.name,properties.tpo.id,properties.tpo.email,properties.tpo.slug,properties.treeCost,properties.unitCost,properties.description,properties.metadata.degradationCause,properties.metadata.longTermPlan,properties.metadata.mainChallenge,properties.metadata.motivation,properties.options,properties.paymentDefaults,properties.fixedRates.CHF,properties.metadata.actions,properties.metadata.benefits,properties.metadata.coBenefits,properties.metadata.ecologicalBenefits,properties.metadata.socialBenefits
41,Feature,Point,"[37.637389, -0.41788899999999995]",proj_fsj4WiG71hgjnSKe0PqBdthJ,map,True,agroforestry,4365.0,30000.0,KE,EUR,[],61c34ef6eb592449902829.jpg,False,False,True,False,"Kigumo, Embu County, Kenya",1.0,Agroforestry in Mount Kenya Region,"[10, 25, 50, 100]",5.0,trees,0,[],agroforestrymountkenya,"['DE', 'US', 'ES']",60c076bfb4166970226526.jpg,60103,KE,50-60103 Embu Kenya,Embu,Mount Kenya Environmental Conservation,tpo_zl67k0VKuv5yok457L4YKYLK,wanjambale25@gmail.com,mount-kenya-environmental-conservation,0.5700000000000001,0.5700000000000001,,,,,,[],,,,,,,
42,Feature,Point,"[-4.228599071502685, 55.889605937750545]",proj_soCxwf1vxrqsSz6Uowv8bz2B,map,False,urban-planting,1400.0,1400.0,GB,EUR,[],61814cfe25f8c704268642.jpg,False,False,True,False,"Springburn Park, Glasgow, Scottland",1.0,Springfield Forest,"[10, 25, 50, 100]",5.0,trees,0,[],springfield-forest,"['DE', 'US', 'ES']",,8008,CH,Hufgasse 11,Zürich,SUGi,tpo_j09bLbh8bd7EJ65T37Xbztot,hello@sugiproject.com,sugi,0.0,0.0,,,,,,[],,,,,,,
43,Feature,Point,"[-85.567, 33.794000005841]",proj_jr3mFYM4PeaIaLBfGlJPuCKd,map,False,large-scale-planting,11125.0,11000.0,US,EUR,[],5f68684c1bb43152081509.jpeg,False,False,True,False,"33°47'38.4""N 85°34'01.2""W",1.0,Talladega National Forest,"[1, 1, 1, 1]",1.0,trees,0,[],talladega-national-forest,"['DE', 'US', 'ES']",5e453a816329e302431983.jpeg,59804-7212,US,"Fort Missoula Road, Bldg. 27, Suite 3","Missoula, Montana",National Forest Foundation,tpo_auG8xE1tt3slOnLQDelCdU16,dwallien@nationalforests.org,national-forest-foundation,0.9500000000000001,0.9500000000000001,,,,,,[],,,,,,,
44,Feature,Point,"[-87.1280174, 15.52237707]",proj_oJ5njoUbjrxOjZjyMnl8ysbc,map,True,agroforestry,8518.0,10000000000.0,HN,EUR,[],60ec32655082a144313493.jpg,False,False,True,False,Honduras,1.0,"Land For Life: organic, regenerative agroforestry","[10, 25, 50, 100]",5.0,trees,0,[],land-for-life-organic-regenerative-agroforestry,"['DE', 'US', 'ES']",,24550,US,101 Mortimer Dr,Evington,the Inga Foundation,tpo_ljtW2Dt7cRZDzsRRbb96suwO,ingatrees@gmail.com,the-inga-foundation,0.75,0.75,,,,,,[],,,,,,,
45,Feature,Point,"[-58.128662109375, -2.3586475009091]",proj_XjyrwvTHqZJ9vC9cquEPdXwQ,map,False,natural-regeneration,22248.0,32147.0,BR,EUR,[],5dde8ec899a76009959427.jpg,False,False,True,False,Uatumã Sustainable Development Reserve (RDS) – Amazonas state,1.0,Uatumã Carbon Project,"[1, 1, 1, 1]",1.0,trees,0,[],carbon-neutral-program,"['DE', 'US', 'ES']",5dde9497be9a5337682159.png,69058-250,BR,"R. Barão de Solimões, 12 - Flores, Manaus - AM","Manaus, Amazonas",Idesam – Institute for Conservation and Sustainable Development of the Amazon,tpo_pi3uhfRzCAaOFxlNmYoCVKCV,victoria.bastos@idesam.org.br,idesam-institute-for-conservation-and-sustainable-development-of-the-amazon,15.0,15.0,,,,,,[],,,,,,,
46,Feature,Point,"[-92.630106629097, 16.790625703806]",proj_6PKQjUdikQOPG0MwjlLwCFiF,map,False,managed-regeneration,0.0,1000000.0,MX,EUR,[],62ed4e32c4f0a174158215.jpg,False,False,True,False,,0.0,Planting trees to harvest water,,,trees,0,[],https-www-plant-for-the-planet-org-t-your-forest-a-c-2,"['DE', 'US', 'ES']",6279516e4ff0f332715762.png,29230,MX,15B Av. La Paz,san Cristobal de las Casas,Your Forest A.C,tpo_vNArgdYexjwtKmQGJE7TTDfv,da.arellanosanchez@gmail.com,your-forest-a-c,0.0,,,,,,,[],,,,,,,
47,Feature,Point,"[49.240380756598, -18.214071299438]",proj_6ZUCxXI8jNQ6xOD6rbm4IHlD,map,True,large-scale-planting,86.0,50000.0,MG,EUR,[],62deb24777a8d808848500.jpg,False,False,True,False,,0.0,Madagascar's Only Rural EcoSchool,,,trees,0,[],madagascarecoschool,"['DE', 'US', 'ES']",60816fafa3ba4488896471.jpeg,55104,US,P.O. Box 4362,St.Paul,Green Again Madagascar,tpo_dPYrMcwYvGF8WpMXbaP3aXTx,GreenAgainMadagascar@gmail.com,green-again-madagascar,3.12,3.12,,,,,,[],,,,,,,
48,Feature,Point,"[12.242092, 45.959078]",proj_Cw1ZAjHXvjlC5Dfel2pWf4GX,map,False,urban-planting,3413.0,4000.0,IT,EUR,[],5b49f9f649e8c953067929.png,False,False,True,False,Europe,1.0,Trees for Peace - An AYUDH Europe campaign,"[10, 25, 50, 100]",5.0,trees,0,[],trees-for-peace-an-ayudh-europe-campaign,"['DE', 'US', 'ES']",5b49f50cbe4bc366507285.jpeg,64753,DE,Hof Herrenberg 1,Brombachtal,AYUDH Europe,tpo_xWLJxCqnzIz50IrYtRQBwHID,info@ayudh.eu,ayudh-europe,20.0,20.0,,,,,,[],,,,,,,
49,Feature,Point,"[134.484031198, -28.103134849257]",proj_iDdqc7AvhTPJqLSjBlOAbAuk,map,False,large-scale-planting,36294.0,30000000.0,AU,EUR,[],633456e4d851f934018926.jpg,False,False,True,False,"East Coast, South Australia, Western Australia",1.0,Australia Reforestation,"[1, 1, 1, 1]",1.0,trees,0,[],australia-reforestation,"['DE', 'US', 'ES']",5ee3bd84c8d35124875069.png,05482,US,"145 Pine Haven Shores Road, Suite 1000D",Shelburne,One Tree Planted,tpo_XaEjbTfMh5rfOhVf7646jdpP,projectsplatforms@onetreeplanted.org,one-tree-planted,1.0,1.0,,,,,,[],,,,,,,
50,Feature,Point,"[34.669683281431, 29.010938318285]",proj_M7PPbBvQKNxOI4wJcf5BZmjY,map,True,agroforestry,89.0,5000.0,EG,EUR,[],61e8432263908417688638.jpg,False,False,True,False,,0.0,Camp Habiba agroforestry system,"[0, 0, 0, 0]",0.0,trees,0,[],habiba,"['DE', 'US', 'ES']",,7431 PD,NL,Wechelerweg 37,Diepenveen,Ecosystem Restoration Camps,tpo_CVDSvyFCih6tfc2RPKv95Vub,cristina@ecosystemrestorationcamps.org,ecosystem-restoration-camps,6.0,6.0,,,,,,[],,,,,,,
51,Feature,Point,"[-65.9563, 45.8301]",proj_ylr1kxPKCvz9O986Vd7iflu3,map,True,large-scale-planting,42809.0,500000.0,CA,EUR,[],5d1b55ceaea6a222216576.jpeg,False,False,True,False,"New Brunswick, Canada",1.0,Chignecto Isthmus Restoration Forests,"[10, 25, 50, 100]",5.0,trees,0,[],acadian-forest-restoration,"['DE', 'US', 'ES']",62bc9b7a1cf59415113774.png,E4L 3J9,CA,10 School Lane,"Sackville, New Brunswick",Community Forests International,tpo_GA4EfdLx041qKqDG1FPZIS7V,info@forestsinternational.org,community-forest-international,2.5,2.5,,,,,,[],,,,,,,
52,Feature,Point,"[39.7756, -5.0319000007684]",proj_8q3sCjaD74tgPe7QzmFCmWfA,map,True,mangroves,111346.0,350000.0,TZ,EUR,[],60b0f0b81e52e765673039.jpg,False,False,True,False,"Island of Pemba, Tanzania",1.0,Mangrove Restoration on Pemba Island,"[10, 25, 50, 100]",5.0,trees,0,[],mangrove-restoration-on-pemba-island,"['DE', 'US', 'ES']",62bc9b7a1cf59415113774.png,E4L 3J9,CA,10 School Lane,"Sackville, New Brunswick",Community Forests International,tpo_GA4EfdLx041qKqDG1FPZIS7V,info@forestsinternational.org,community-forest-international,3.58,3.58,,,,,,[],,,,,,,
53,Feature,Point,"[51.015283753322485, 28.82686043608167]",proj_e4FLTe8bSU10upZtadu0PRrF,map,True,mangroves,521.0,60000.0,IR,EUR,[],62c58af950681158541941.jpg,False,False,True,False,,1.0,Hara Planting,,,trees,0,[],hara-planting,"['DE', 'US', 'ES']",62c8263a64ec7554994812.jpg,7514633196,IR,"Shohada alley, Lilak",Bushehr,Beauty Planet,tpo_X4xa1A9e9MvM5x924Bp6IDXV,amintamaddon@gmail.com,beauty-planet-1,5.0,5.0,,,,,,[],,,,,,,
54,Feature,Point,"[112.669806, -8.43775]",proj_SRbh04MAV1Nb1h5Q9T24SIRh,map,True,,,,ID,EUR,[],61b4e4949dc0a798589167.jpeg,,,True,,,,"Clungup Mangrove & Native Forest Conservation - A restoration and protection project in East Jawa, Indonesia",,,conservation,0,[],conservation-wea-indonesia,"['DE', 'US', 'ES']",611c3a82614fd369033389.jpg,94704,US,2150 Allston Way Suite 460,Berkeley,Women's Earth Alliance,prf_DPuHSu4G1RXXIZ1nAvqG68CE,info@womensearthalliance.org,womens-earth-alliance,0.18,0.18,,,,,,[],,,,,,,
55,Feature,Point,"[30.250717165155, 51.079052801792]",proj_NBfuMOvJa9a9QOTnobptG2sh,map,False,agroforestry,0.0,2160.0,UA,EUR,[],6048dd62b1e08414793257.jpeg,False,False,True,False,"Odessa region, Ukraine",2.0,"Mama, plant a tree! – wood lines filters","[10, 25, 50, 100]",5.0,trees,0,[],mama-plant-a-tree-wood-lines-filters,"['DE', 'US', 'ES']",6182501189268575745554.png,08630,UA,"10 Desnyanska St, Kyiv region, Ukraine",Kyiv,Mama Saves The Planet,tpo_5lKgOs29A3jM2dh4RqCukhhM,Oksana.butrameeva@gmail.com,mamaplantatree-com,10.0,10.0,,,,,,[],,,,,,,
56,Feature,Point,"[-104.12054, 20.460068]",proj_3XSDk54pDgJFiIXa4AX261Rr,map,True,large-scale-planting,2362.0,30000.0,MX,EUR,[],6310adeea2826771705492.jpg,False,False,True,False,,0.0,El Magistral Mexico Reforestation 2023,,,trees,0,[],donateatreeelmagistral,"['DE', 'US', 'ES']",63136a814a0c8890246646.jpg,44124,US,2869 Lander Rd,Cleveland,Donate a Tree to the World,tpo_8b69PmIS2RPJ7mVM4swerK1z,rkphelan@msn.com,donate-a-tree-to-the-world,1.0,1.0,,,,,,[],,,,,,,
57,Feature,Point,"[103.585482, 15.237808]",proj_skIGjRcczH5EMWhYPDb2bMYX,map,True,managed-regeneration,4147.0,11000.0,TH,EUR,[],60b5e979615b7598780467.jpg,False,False,True,False,,2.0,Baan Cha Niang Tree Planting project,"[10, 25, 50, 100]",5.0,trees,0,[],baan-cha-niang-tree-planting,"['DE', 'US', 'ES']",60ae06a09a9ba665048248.jpeg,32120,TH,"64 Moo 8, Baan Cha Niang, Tambon Ba, Changwat Tha Tum",Surin,Endangered Trees,tpo_wdoPNANTpqaSyT5wWf3Ru3WV,rolf@beunite.com,endangered-trees,1.0,1.0,,,,,,[],,,,,,,
58,Feature,Point,"[38.4613341, -4.8687137]",proj_mMa0LlRqcyizJUSnLl0JCtwf,map,True,natural-regeneration,9561.0,2980000.0,TZ,EUR,[],64971166424d3572646548.jpg,False,False,True,False,,0.0,RESTORATION OF BAGA FOREST RESERVE AND ENHANCEMENT OF COMMUNITY AGROFORESTRY PRACTICES WITHIN MGWASHI DIVISION TO STOP POVERTY.,,,trees,0,[],https-youtu-be-ilzsl9w5pp8,"['DE', 'US', 'ES']",60e1fe656d350233828454.jpg,21701,TZ,P.O.Box 249 Lushoto,Tanga,Changamoto Youth Development Organization,tpo_R0pGmcqFaVpYnV0EKUiDZDHj,changamotoyouth@gmail.com,changamoto-youth-development-organization,0.30000000000000004,0.30000000000000004,,,,,,[],,,,,,,
59,Feature,Point,"[32.445171132043, 3.3856845831937]",proj_MWLo23PqXqZDGrn1zel3MAy6,map,True,other-planting,64679.0,100000.0,UG,EUR,[],60824f15c03d8499567408.jpeg,False,False,True,False,,0.0,Trees for South Sudanese refugees in Uganda,"[5, 10, 50, 100]",1.0,trees,0,[],treesforrefugees,"['DE', 'US', 'ES']",,93108,US,801 Cold Spring Road,Santa Barbara,African Women Rising,tpo_n1WRYG6D3p1tXKV3hrYjjjuF,linda@africanwomenrising.org,african-women-rising,1.65,1.65,,,,,,[],,,,,,,
60,Feature,Point,"[31.606034769126, 1.8423907975346]",proj_va1IJrmXLMc5YDuDUiJJZ1FU,map,False,large-scale-planting,7828.0,1000000.0,UG,EUR,[],607dbbf34f27d319751378.png,False,False,True,False,,2.0,Uganda 2021 -  Wildlife Habitat & Corridor Restoration,"[10, 25, 50, 100]",5.0,trees,0,[],ug-whcr,"['DE', 'US', 'ES']",5ee3bd84c8d35124875069.png,05482,US,"145 Pine Haven Shores Road, Suite 1000D",Shelburne,One Tree Planted,tpo_XaEjbTfMh5rfOhVf7646jdpP,projectsplatforms@onetreeplanted.org,one-tree-planted,1.0,1.0,,,,,,[],,,,,,,
61,Feature,Point,"[75.34296405189625, 19.876862969343765]",proj_5nEBZS0R4Zv7XLSVgC2jdlpK,map,False,urban-planting,0.0,39000.0,IN,EUR,[],6151b5f0e6fa9177549300.jpg,False,False,True,False,"Maharashtra, India",1.0,Green Schools,"[10, 25, 50, 100]",5.0,trees,0,[],green-schools,"['DE', 'US', 'ES']",,8008,CH,Hufgasse 11,Zürich,SUGi,tpo_j09bLbh8bd7EJ65T37Xbztot,hello@sugiproject.com,sugi,1.18,1.18,,,,,,[],,,,,,,
62,Feature,Point,"[-65.396261873169, -18.958402204761]",proj_9YZxwGeIkwALyW2k3MQ15Fh1,map,False,natural-regeneration,400186.0,1000000.0,BO,EUR,[],601d5352b1ff8372070954.jpeg,False,False,True,False,Bolivia,2.0,CEJ Reforestation Project,"[10, 25, 50, 100]",5.0,trees,0,[],cej-reforestation-project,"['DE', 'US', 'ES']",5c505a9f6276b448749056.png,-,BO,Rosendo Villa 143,Sucre,Centro Ecológico Juvenil (CEJ),tpo_pJT5PGXzRKNsbQ3wmq5Cdk02,CEJ@planet.ms,centro-ecologico-juvenil-cej,6.0,6.0,,,,,,[],,,,,,,
63,Feature,Point,"[113.98469924927, -1.6040947197661]",proj_rQyuHuoqrSJ3MSX0qXkvJjFs,map,True,agroforestry,1459.0,200000.0,ID,EUR,[],611186fb487e1520881290.jpeg,False,False,True,False,"Bawan Village, Central Kalimantan, Indonesia",0.0,Local tree species for agricultural development,"[0, 0, 0, 0]",0.0,trees,0,[],borneo,"['DE', 'US', 'ES']",60891e2416449691774108.jpeg,73111,ID,Jalan Wortel 23,Pahandut,pandu alam lestari foundation,tpo_sxS2nyCRXonJhEvVOo2CqOzk,pandualamlestari.pal@gmail.com,pandu-alam-lestari-foundation,2.0,2.0,,,,,,[],,,,,,,
64,Feature,Point,"[-49.807, -27.473]",proj_cCIrmBRdoGcUrxbbMEx2hdrU,map,False,other-planting,487.0,200000.0,BR,EUR,[],617317ce8c5ca400294232.png,False,False,True,False,"The plantations of the Cool Climate project mostly occur in the state of Santa Catarina (BRAZIL), especially in the Alto Vale do Itajaí region, the area where the Mata Atlantica predominates.Apremavi's headquarters is located in Atalanta, Santa Catarina.",1.0,Cool Climate | By Apremavi,"[1, 1, 1, 1]",1.0,trees,0,[],cool-climate,"['DE', 'US', 'ES']",5dbdff7e1c2ca347103299.jpeg,88410000,BR,Estrada Geral Alto Dona Luiza,Atalanta,Apremavi,tpo_jyyVsy5oi3M5Qc1BUWQSKbe2,carolina@apremavi.org.br,apremavi,5.0,5.0,,,,,,[],,,,,,,
65,Feature,Point,"[40.739686581322246, -2.317548419577491]",proj_08KPr5UC3XliXwWgDqNgiIHs,map,True,large-scale-planting,813710.0,1800000.0,KE,EUR,[],631bb1e028d86881019932.jpg,True,False,True,True,Kenya,2.0,Eden Reforestation Projects - Kenya,"[10, 25, 50, 100]",5.0,trees,0,"[{'pdf': '6453caf8eb5b9155030400.pdf', 'id': 'prev_6c8pMIt7r3aM', 'issueMonth': '02-2023'}]",eden-reforestation-projects-kenya,"['DE', 'US', 'ES']",5cae3e3395e52084699403.jpeg,91741,US,303 W Foothill Blvd. Unit 13,Glendora,Eden Reforestation Projects,tpo_4DeNcQv0Dn8bFAm12PlY8zec,info@edenprojects.org,eden-reforestation-projects,0.14,0.14,,,,,,[],,,,,,,
66,Feature,Point,"[-42.32727, -20.55451]",proj_Apl12GEWWzCxM28lYYJcUCnR,map,True,large-scale-planting,1392.0,60000.0,BR,EUR,[],6006ec19e4398740128948.jpeg,False,False,True,False,Brazil,2.0,Forests4Water Brazil:: Community Forest Restoration,"[10, 25, 50, 100]",5.0,trees,0,[],https-iracambi-com-projects-forests-4-water,"['DE', 'US', 'ES']",60082908ad73b512694818.png,36878-000,BR,Zona Rural,Rosario da Limeira,Iracambi,tpo_A2RUlMPYUtVT6GpCHAi5JtbD,iracambi@iracambi.com,iracambi,2.8200000000000003,2.8200000000000003,,,,,,[],,,,,,,
67,Feature,Point,"[77.153777447696, 14.714743920137]",proj_fNOcPNWMojsm9Fs7mgLTF4vV,map,True,agroforestry,1078.0,1000000.0,IN,EUR,[],60fd6cfb726f3009778434.jpg,False,False,True,False,,1.0,Agroforestry Anantpur,"[10, 25, 50, 100]",5.0,trees,0,[],farmers-of-anantpur,"['DE', 'US', 'ES']",5bd6f52994ba2221986401.png,560102,IN,"AJR Prise, 27th Main",Bangalore,SayTrees Environmental Trust,tpo_4z9kuUN6tVynlQtZeS62z6ts,info@saytrees.org,saytrees-environmental-trust,3.3,3.3,,,,,,[],,,,,,,
68,Feature,Point,"[-79.630974, 43.740854]",proj_fMfn2M2uZlRdkjccG6Pykr0d,map,False,urban-planting,700.0,700.0,CA,EUR,[],61b7ad6b12194585784885.jpg,False,False,True,False,,0.0,Toronto 2022 - Salesforce Trees for a Changing Climate,"[0, 0, 0, 0]",0.0,trees,0,[],toronto,"['DE', 'US', 'ES']",5ee3bd84c8d35124875069.png,05482,US,"145 Pine Haven Shores Road, Suite 1000D",Shelburne,One Tree Planted,tpo_XaEjbTfMh5rfOhVf7646jdpP,projectsplatforms@onetreeplanted.org,one-tree-planted,34.0,34.0,,,,,,[],,,,,,,
69,Feature,Point,"[153.4530042268, -28.614557458756998]",proj_erGn01OcApz6cZX16rXp5FHy,map,True,large-scale-planting,272.0,50000.0,AU,EUR,[],60e500ce82057828439021.jpg,False,False,True,False,,1.0,Wildlife Corridors in Subtropical Australia,"[10, 25, 50, 100]",5.0,trees,0,[],wildlifecorridorsaustralia,"['DE', 'US', 'ES']",605c3d6166825597365851.png,2482,AU,81 83 Burringbar St,Mullumbimby,Rainforest Rangers,tpo_YAyAMCLvBdM5r5LFrfD8Ts9a,zia@rainforestrangers.org,rainforest-rangers,5.0,5.0,,,,,,[],,,,,,,
70,Feature,Point,"[98.44792842865, 19.26090454854]",proj_TYKEkJMw472JofF4Z4IF7ioF,map,True,managed-regeneration,653289.0,10000000.0,TH,EUR,[],5e31028724223240553272.jpeg,False,False,True,False,Northern Thailand,2.0,Conserve Natural Forests,"[10, 25, 50, 100]",5.0,trees,0,[],conserve-natural-forests,"['DE', 'US', 'ES']",5ea4f8886e684518381889.png,58130,TH,"99/1, M.5","Pai, Mae Hong Son",Conserve Natural Forests,tpo_Z7R8SyXMcrPyxg2jhgyUiZ6H,miguel@conservenaturalforests.org,conserve-natural-forests,1.0,1.0,,,,,,[],,,,,,,
71,Feature,Point,"[38.359493, -4.8281089999999995]",proj_6SfzpmoxRIxOlEwzXu6aWQov,map,False,large-scale-planting,477975.0,2000000000.0,TZ,EUR,[],5d121f2498404739568102.jpg,False,False,True,False,"USA, Canada, Europe, Tanzania, Haiti, Uganda, Malawi, Kenya, Ethiopia",2.0,Forest Nation,"[10, 25, 50, 100]",5.0,trees,0,[],forest-nation,"['DE', 'US', 'ES']",5bc49406b3216050706451.png,N12 0DR,GB,"1st floor, 2 Woodberry Grove, Finchley,",London,ForestNation,tpo_GRUtdk8a31vIupvjoUVcPBJw,apothecary@forestnation.com,forestnation,0.30000000000000004,0.30000000000000004,,,,,,[],,,,,,,
72,Feature,Point,"[-123.67423443873, 41.091728921823]",proj_2FmGOs7knVISP7WauXnluJsG,map,False,large-scale-planting,62000.0,62000.0,US,EUR,[],615ec0764eb69236161933.jpg,False,False,True,False,,1.0,California 2022 - Red-Salmon Fire Restoration,"[10, 25, 50, 100]",5.0,trees,0,[],red-salmon,"['DE', 'US', 'ES']",5ee3bd84c8d35124875069.png,05482,US,"145 Pine Haven Shores Road, Suite 1000D",Shelburne,One Tree Planted,tpo_XaEjbTfMh5rfOhVf7646jdpP,projectsplatforms@onetreeplanted.org,one-tree-planted,1.18,1.18,,,,,,[],,,,,,,
73,Feature,Point,"[38.01174, -1.3659338149867]",proj_jdwBUX1heHgwCCZg0AEjFxrF,map,False,urban-planting,258.0,12000.0,KE,EUR,[],5e4d24053ae05599214118.jpeg,False,False,True,False,"Kitui County, Kenya",1.0,Kitui School Tree Planting Programme,"[1, 1, 1, 1]",1.0,trees,0,[],kitui-school-tree-planting-programme,"['DE', 'US', 'ES']",5e412fac889c3171448650.jpeg,BA11 4NP,GB,"Rockfield House, Horn Street",Nunney,Community Health and Sustainable Environment,tpo_KGOBjnGCBB04GEmyg7l597cu,naomihope@chaseafrica.org.uk,community-health-and-sustainable-environment,3.07,3.07,,,,,,[],,,,,,,
74,Feature,Point,"[145.95343136177, -17.554491117021]",proj_xRP6g5IjTVKtRMBHLbl4lBZB,map,True,large-scale-planting,175.0,5000.0,AU,EUR,[],60349763ced7f760603121.jpeg,False,False,True,False,,2.0,Pin Gin Hill Revegetisation,"[10, 20, 50, 100]",5.0,trees,0,[],pinginhill,"['DE', 'US', 'ES']",5fe1922f13413790546543.jpeg,4854,AU,"Lot 3 Bellenden Road, Murrigal. - PO Box 1312",Tully,Brettacorp Inc.,tpo_k2xGPvtzWBzL02NXkOuvjkQJ,brettacorp@outlook.com,brettacorp-inc,8.0,8.0,,,,,,[],,,,,,,
75,Feature,Point,"[44.152185389889, 40.791147302167]",proj_DMq70t91f1ceWdO29Ln12nhe,map,True,agroforestry,21.0,60000.0,AM,EUR,[],6475dc0407d13945720835.jpg,False,False,True,False,,0.0,Agroforestry for rehabilitation of slopes and income generation,,,trees,0,[],lernavan,"['DE', 'US', 'ES']",,0010,AM,110 Nalbandyan poghoc,Erevan,Shen NGO,tpo_UUSBHC42QEsLo2q9ne5u4lzM,susann.reiner@shen.am,shen-ngo,5.3,5.3,,,,,,[],,,,,,,
76,Feature,Point,"[-155.336332, 19.831812]",proj_veoAYffxK7lIcesYnM57qNOj,map,True,large-scale-planting,12001.0,16000.0,US,EUR,[],615f04f089c9f087580169.jpg,False,False,True,False,"Hakalau, Hawaii, USA",1.0,"Hakalau Forest National Wildlife Refuge, Hawaii Restoration and Capacity Building","[2, 4, 8, 12]",2.0,trees,0,[],hakalau-national-wildlife-reserve-hawaii,"['DE', 'US', 'ES']",,20005,US,1220 L St NW Ste. 750,Washington,American Forests,tpo_oR8JJGUsx2g5w7JbEl32gaGp,sschmid@americanforests.org,american-forests,15.0,15.0,,,,,,[],,,,,,,
77,Feature,Point,"[-81.423706, 27.669097]",proj_7hmwFxpNnXzlqmJoDr7KJY3V,map,False,large-scale-planting,1046.0,130000.0,US,EUR,[],6374047e8c36e519320821.jpg,False,False,True,False,United states of America,1.0,Lake Wales Ridge Longleaf Restoration,"[10, 25, 50, 100]",5.0,trees,0,[],florida-state-forest-reforestation-project,"['DE', 'US', 'ES']",,20005,US,1220 L St NW Ste. 750,Washington,American Forests,tpo_oR8JJGUsx2g5w7JbEl32gaGp,sschmid@americanforests.org,american-forests,1.0,1.0,,,,,,[],,,,,,,
78,Feature,Point,"[-7.619311, 53.059894]",proj_ihLRpzg9Q6aLLyw6dlpMb8sA,map,True,urban-planting,33583.0,1000000.0,IE,EUR,[],5c628d72b6946116286636.jpg,False,False,True,False,Ireland,2.0,A Million Trees for Ireland,"[10, 20, 50, 100]",5.0,trees,0,[],a-million-trees-for-ireland,"['DE', 'US', 'ES']",,D15 T6DD,IE,"Crann, Trees for Ireland, P.O. Box 860, Celbridge, Co.Kildare, Ireland",Dublin,Easy Treesie,tpo_LNWq2hEuMZIUPzTpS5tF2t4e,Orla@easytreesie.com,easy-treesie,10.0,10.0,,,,,,[],,,,,,,
79,Feature,Point,"[89.458271, 22.342284]",proj_L0tlHeaKT5EoOlDlmH0wUvAv,map,True,natural-regeneration,60126.0,100000.0,BD,EUR,[],5dc29e3a0bdf8360770890.jpg,False,False,True,False,"Shyamnagar, Satkhira (Southwest Coastal Region of Bangladesh)",2.0,Forestation for Future,"[10, 25, 50, 100]",5.0,trees,0,[],forestation-for-future,"['DE', 'US', 'ES']",,9000,BD,"House No. 63 Road No. 4 Sonadanga R/A, Khulna",Khulna,Centre for Coastal Environmental Conservation (CCEC),tpo_lWAWQb71z9GxmhoDq7cJGOnH,mowdud.ccec@gmail.com,centre-for-coastal-environmental-conservation-ccec,0.5,0.5,,,,,,[],,,,,,,
80,Feature,Point,"[29.67074, -4.8393334277077]",proj_itaSbQGmpsGPhXkBl9l7iJWk,map,False,natural-regeneration,800150.0,800000.0,TZ,EUR,[],5f614547eabb8261836906.jpeg,False,False,True,False,Greater Mahale Ecosystem,1.0,Restoration of Forest Landscapes through Assisted Natural Regeneration in Western Tanzania,"[2, 3, 4, 5]",1.0,trees,0,[],restoration-of-forest-landscapes-through-assisted-natural-regeneration-in-western-tanzania,"['DE', 'US', 'ES']",,22203,US,4245 Fairfax Dr #100,Arlington,The Nature Conservancy,tpo_9i5YY43xG6McKWPLcpoQ6Gv8,sarah.freiermuth@tnc.org,the-nature-conservancy,0.24,0.24,,,,,,[],,,,,,,
81,Feature,Point,"[145.82010281543, -17.904107158053]",proj_lP1cq1IcVOFtIZQzRB8XNsA0,map,True,large-scale-planting,49.0,10000.0,AU,EUR,[],5f9a543fa8d8c798632985.jpeg,False,False,True,False,155 Dingo Pocket Tully Queensland,2.0,Dingo Pocket Revegetisation,"[10, 25, 50, 100]",5.0,trees,0,[],dingopocket,"['DE', 'US', 'ES']",5fe1922f13413790546543.jpeg,4854,AU,"Lot 3 Bellenden Road, Murrigal. - PO Box 1312",Tully,Brettacorp Inc.,tpo_k2xGPvtzWBzL02NXkOuvjkQJ,brettacorp@outlook.com,brettacorp-inc,10.0,10.0,,,,,,[],,,,,,,
82,Feature,Point,"[37.303794, -17.666092]",proj_YPXJ9e9iiy4Ras0zknJkxyH6,map,False,large-scale-planting,2000000.0,6000000.0,MZ,EUR,[],642dc47eecf11564241395.jpg,False,False,True,False,,0.0,"Eden Reforestation Projects - Mucelia, Mozambique",,,trees,0,[],eden-reforestation-projects-mozambique2,"['DE', 'US', 'ES']",5cae3e3395e52084699403.jpeg,91741,US,303 W Foothill Blvd. Unit 13,Glendora,Eden Reforestation Projects,tpo_4DeNcQv0Dn8bFAm12PlY8zec,info@edenprojects.org,eden-reforestation-projects,0.0,0.0,,,,,,[],,,,,,,
