,country,description_reported,host_name,planting_date_reported,project_id_reported,site_id_reported,site_sqkm,trees_planted_reported,url,geometry_reported,Top_Three_NDVI_Months,survival_rate_reported,species_count_reported,species_planted_reported,intersecting_roads_count,total_road_length_km,built_area,loss_pre_5,loss_post_3,loss_post_5,tree_cover_area_2000,tree_cover_area_2005,tree_cover_area_2010,tree_cover_area_2015,tree_cover_area_2020,cropland gain from trees,cropland loss to tree,permanent water,short vegetation after tree loss
284,Spain,"Deep, shady ravine in the Sierra Lujar. This area has been badly affected by mining work. The project aims to restore the bed of the ravine with holm oaks, kermes oaks, mastic trees and other shrubs.",Tree Nation,2020-05-22 00:25:16+00:00,322,612,0.095498250832413,5284,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-3.4215351455289893,36.87785816055354],[-3.4172856189619774,36.87579808897843],[-3.418400354949545,36.87391189822949],[-3.4156535922074154,36.8694483086563],[-3.4148375220253713,36.86728569763541],[-3.4179723179971853,36.8677672190745],[-3.4177136499779595,36.8670092018185],[-3.414150866470573,36.8669422819512],[-3.4176289672890943,36.873844974054435],[-3.4165542795657204,36.876141420859305],[-3.421231881785691,36.87830408395948],[-3.4215351455289893,36.87785816055354]]]}","[4, 7, 3]",,,,0,0,120.6941176,0,0,0,0.01307014794,0.01159105114,0.01035398096,0.006386172296,0.006386172296,0,0,0,0
285,Spain,"The aim of the project is to re-establish the ecosystem of reference, the holm oak grove.
To this end, holm oak, kermes oak, mastic, blackthorn, various genistae and a variety of shrubs will be planted.",Tree Nation,2020-07-05 13:47:51+00:00,322,623,0.174810603244555,6000,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-3.424540551877976,36.878197115465255],[-3.4238538387587534,36.873595281119684],[-3.4191316446273587,36.87407687765365],[-3.42231098255174,36.87854045881158],[-3.424540551877976,36.878197115465255]]]}","[4, 7, 3]",,,,0,0,0,0,0,0,0.1288379957,0.1524949979,0.1524949979,0.1532135673,0.1539321641,0,0,0,0
286,Spain,"The aim of the project is to re-establish the ecosystem of reference, the holm oak grove.
To this end, holm oak, kermes oak, mastic, blackthorn, various genistae and a variety of shrubs will be planted.
La actuaciÃÂ³n pretende ayudar a aumentar la p",Tree Nation,2020-07-05 14:35:24+00:00,322,624,0.62032930243484,5478,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-3.4094955622500853,36.822917579431675],[-3.405558162427732,36.82013960333534],[-3.4027578548093285,36.82174931071287],[-3.4029451014346686,36.823720222624196],[-3.4014156720511473,36.82740788455285],[-3.4015628178325072,36.82935657514174],[-3.4017188913468783,36.83105097203966],[-3.400332101538685,36.830961799069016],[-3.400501561781185,36.831849202027804],[-3.400537193141309,36.83204540159563],[-3.401732282292654,36.831554871692646],[-3.4022806985088816,36.831684187996096],[-3.402316408111345,36.83167972382773],[-3.402138014277078,36.831947247018256],[-3.402450165429057,36.83157270617229],[-3.4023520407791605,36.83151028611151],[-3.402659729548944,36.831184764064574],[-3.402285162207781,36.83066302649846],[-3.4021692600876734,36.83059176024395],[-3.402878222061292,36.830542658369474],[-3.408630486586969,36.828116922523876],[-3.4094955622500853,36.822917579431675]]]}","[7, 9, 8]",,,,0,0,398.4862745,0,0,0,0.04112257834,0.03967603171,0.03967603171,0.03967321202,0.03895417937,0,0,0,0.002168398973
287,Spain,"Area badly affected by fires and overgrazing. The lack of vegetation has caused a great deal of soil loss.
The action aims to increase the diversity of species and use pine as a first step in the recovery of this area.",Tree Nation,2020-07-05 14:44:41+00:00,322,625,0.03702301810599,1525,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-3.4112569335248506,36.88167073605056],[-3.410761914357567,36.87986925708126],[-3.408594849396252,36.880658501704964],[-3.409883500371488,36.88217010223059],[-3.4112569335248506,36.88167073605056]]]}","[4, 3, 7]",,,,0,0,0,0,0,0,0.01251092429,0.02048809582,0.02364121253,0.02370884048,0.02370884048,0,0,0,0
288,Spain,"For decades the forestry policy was to plant only pine trees. This mountain range suffers from areas where there is no other species.
The action aims to plant 16 types of species under a sufficiently cleared pine forest.",Tree Nation,2020-07-05 14:57:33+00:00,322,626,0.005929062308437,90,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-3.405326266154087,36.88166182437593],[-3.4046395886423064,36.88044450126391],[-3.404349743093931,36.88088146219069],[-3.4047421817513555,36.88167514636623],[-3.405326266154087,36.88166182437593]]]}","[11, 4, 3]",,,,0,0,0,0,0,0,0.003127750529,0.003127750529,0.003680033982,0.003680033982,0.003680033982,0,0,0,0
289,Spain,"The sugar industry and mining destroyed the holm oak. The area was reforested with pine during the 20th century, but there are areas without pine trees where the native vegetation has regenerated and it is the right time to introduce holm oak acorns.",Tree Nation,2021-02-02 22:48:53+00:00,322,690,0.017029902282244,210,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-3.444512905293169,36.87316276580981],[-3.4441070571444623,36.87232894344946],[-3.4428317650679183,36.87338571465636],[-3.44334458921473,36.87387619355093],[-3.4443523064164454,36.87407238426585],[-3.4442899156261255,36.873452640449216],[-3.444512905293169,36.87316276580981]]]}","[4, 7, 3]",,,,0,0,0,0,0,0,0.01593055788,0.01593055788,0.01593055788,0.01593055788,0.01593055788,0,0,0,0
290,Spain,"The history of the civil war of 1936 is written on this path, which was used by the ""reds"" to hide in the mountains.
This area has a good regeneration of bushes. Our job will be to bring back the trees: holm oaks, wild olive trees, pines, etc...",Tree Nation,2021-12-17 11:16:16+00:00,322,832,0.15489716351639,9237,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-3.3944951587263232,36.8616181738657],[-3.3864286444146505,36.8653637855106],[-3.3868165554467735,36.867080568407935],[-3.389563332750977,36.86711173406947],[-3.3903348214138274,36.8646413851616],[-3.3944549917802225,36.863267983208964],[-3.3944951587263232,36.8616181738657]]]}","[4, 7, 3]",,,,0,0,0,0,0,0,0.1198803289,0.1198803289,0.1198803289,0.1198803289,0.1198803289,0,0,0,0
291,Spain,"The area is supplied with water in summer by fog from the sea. As a result, many rose hips and cork oaks grow here.
We have introduced trees such as holm oaks and laricio pines, as well as various shrubs to improve diversity.",Tree Nation,2022-07-13 09:18:52+00:00,322,934,0.18808212079997,2450,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-3.3824689256390927,36.838827656700346],[-3.3816127849445166,36.83489471355936],[-3.3806228835596954,36.834756492224386],[-3.3804935701180243,36.83580444739231],[-3.3798514696629183,36.83618342614678],[-3.3786073709114097,36.83630382510136],[-3.3777066054449585,36.83769508916196],[-3.378500370498269,36.83803838300549],[-3.378500370498269,36.83876082490211],[-3.3771893842663334,36.84001379401129],[-3.3781792937276607,36.8405265718302],[-3.3801324020080443,36.840424067267676],[-3.3824689256390927,36.838827656700346]]]}","[11, 4, 9]",,,,0,0,0,0,0,0,0.06488960323,0.06560853633,0.06560853633,0.06632749184,0.06632749184,0,0,0,0
292,Spain,"Diversifying pine forests by sowing holm oaks. The natural succession of a pine forest is towards a holm oak forest, over the course of centuries. The actions aim to accelerate this succession.",Tree Nation,2023-01-18 16:38:33+00:00,322,1050,0.066528294422102,750,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-3.458853360097143,36.87221743677031],[-3.458434219556426,36.87126762150636],[-3.455161192606945,36.87076826170251],[-3.454220358622923,36.87198109230148],[-3.4554198249219703,36.87260535611023],[-3.457158867530554,36.872770321164374],[-3.458853360097143,36.87221743677031]]]}","[4, 3, 7]",,,,0,0,0,0,,,0.06097860752,0.06096169859,0.06096169859,0.06096169859,0.06096169859,0,0,0,0
293,Spain,"Increase woodland at the head of the Sierra Lujar ravines. 
Sowing of holm oaks, together with established pines, to generate a mixed copse.",Tree Nation,2023-01-18 16:47:29+00:00,322,1051,0.054160496176068,1200,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-3.395471641079377,36.83435519922237],[-3.394356882997389,36.83248240391822],[-3.393928823190566,36.83229507314114],[-3.39337141993231,36.83299962497935],[-3.3927917856913705,36.83524703940839],[-3.393991227508221,36.835554662454335],[-3.395471641079377,36.83435519922237]]]}","[7, 8, 4]",,,,0,0,0,0,,,0.01203918922,0.01275814967,0.01275814967,0.01347712257,0.01347712257,0,0,0,0
294,Spain,"The work has focused on the northern side of the ravine, where it is possible to introduce holm oaks, gall oaks, ashes, maples and other riverside trees. 
On the southern slopes, juniper, kermes oak, juniper and other shrubs will be introduced.",Tree Nation,2023-01-18 17:00:45+00:00,322,1053,0.210293838356761,1900,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-0.49740823443165005,38.715302125881514],[-0.49444295550928463,38.71342929700226],[-0.4926414857043442,38.714463835238405],[-0.49332816887256076,38.71643922690717],[-0.490108714810327,38.719957464494996],[-0.4931141645528333,38.72146458834269],[-0.4945321628527137,38.71727749962852],[-0.49740823443165005,38.715302125881514]]]}","[8, 6, 4]",,,,0,0,229.2980392,0,,,0.108528339,0.108528339,0.108528339,0.108528339,0.108528339,0,0,0,0
295,Tanzania,8000 trees can be planted,Tree Nation,2019-07-05 06:08:17+00:00,41,367,0.06072304693232,8000,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[38.298050681404206,-4.786644329306241],[38.29852330274661,-4.786559588877283],[38.298777468051,-4.786399049839693],[38.29917431789573,-4.786162761757805],[38.29975406511882,-4.7860244856912],[38.30015090916937,-4.785939755975864],[38.300819763817344,-4.786078030568271],[38.30092681532919,-4.785832748490867],[38.30088217704117,-4.785413580633139],[38.30083761915278,-4.784838403701393],[38.300677081821405,-4.784463799293536],[38.29986103790579,-4.784615405194993],[38.298777468051,-4.784784892378957],[38.298233504862054,-4.7848695883696895],[38.29813537706734,-4.7849766192653265],[38.29813537706734,-4.785360122729071],[38.29810416918115,-4.785979925103622],[38.298050681404206,-4.786644329306241]]]}","[2, 3, 1]",,,,0,0,1.035294118,0,0,0,0.05030851097,0.05030851097,0.05030851097,0.04941756938,0.05030851097,0,0,0,0
296,Tanzania,More than 1 million trees can be planted on this site,Tree Nation,2019-07-05 06:23:13+00:00,41,368,0.02711357626928,6458,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[38.29700279494629,-4.782590978761794],[38.29703842721625,-4.7838217384361785],[38.29751113614381,-4.7837682289115655],[38.29794362528911,-4.783736979375676],[38.29835391229544,-4.783750377078762],[38.29882653149539,-4.783737005266506],[38.29890237868368,-4.783522957208269],[38.29908962354805,-4.783068134909202],[38.29852780695028,-4.782987854354708],[38.29778758526526,-4.782715878235662],[38.29754234430667,-4.782590997176656],[38.29700279494629,-4.782590978761794]]]}","[2, 12, 1]",,,,0,0,0,3301.03673957376,0,0,0.02280818021,0.02280818021,0.02280818021,0.02280818021,0.02102629117,0,0,0,0.01440534927
297,Tanzania,"This planting sites is on going and  3200 trees  has been  planted at this particular planting sites, so far tree nation has planted 1564 for the year 2017 while One Tree planted planted 1636.",Tree Nation,2019-07-08 07:49:43+00:00,41,369,0.027410786930106,2469,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[38.298848811113174,-4.783500673359784],[38.29891130660793,-4.7837191470082825],[38.29916989416702,-4.783843976933839],[38.29938842601531,-4.783955509674703],[38.299593525186644,-4.783942111968939],[38.29982540713935,-4.78395549475633],[38.30012412588943,-4.78402239527066],[38.3001776924386,-4.783870773234055],[38.30007063972771,-4.78344265639837],[38.300159836926966,-4.783233087704763],[38.300347078271216,-4.783322274713725],[38.300378285110966,-4.783509545020183],[38.30031587141691,-4.7838306177106915],[38.30057002990983,-4.7839688575047745],[38.3007394951784,-4.783817273574307],[38.30077520588737,-4.783505089538944],[38.300677081821405,-4.783442669230973],[38.30062801973444,-4.783054769812786],[38.300369357382536,-4.782671263159734],[38.30007063972771,-4.782733670772941],[38.299629156076605,-4.782778310400101],[38.29925909256749,-4.782840686147142],[38.298906802430075,-4.782827301993503],[38.29884881111317,-4.783161780277288],[38.298848811113174,-4.783500673359784]]]}","[2, 3, 9]",,,,0,0,39.9372549,1112.458275697,0,0,0.02311564042,0.02311564042,0.02311564042,0.02311564042,0.02311564042,0,0,0,0.000713
298,Tanzania,This planting site is located at Vuga. It was burned down by arsonist and was highly degraded.,Tree Nation,2019-08-09 18:27:12+00:00,41,396,0.165873766535264,230000,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[38.31920019196348,-4.916421968603849],[38.31981996883516,-4.91689913832483],[38.32008756143107,-4.917380721358369],[38.320020663382586,-4.917942567057589],[38.3206538603762,-4.9184330739602276],[38.32097041641954,-4.91911084977099],[38.32073410510317,-4.919935776054377],[38.3204755205476,-4.920528804190657],[38.32068063543108,-4.920729463425302],[38.321050741171334,-4.920586796621732],[38.32161703195068,-4.91998033635201],[38.32198713250239,-4.919797560143219],[38.32226806342255,-4.920047262264407],[38.32233045662052,-4.920457497257112],[38.32258018963611,-4.920707198775375],[38.322883389669435,-4.920693808888277],[38.323231211719666,-4.92067599930068],[38.32348986600888,-4.9210951424654805],[38.32385545368573,-4.921269046205525],[38.32406948275381,-4.921148674820199],[38.32390007663217,-4.9204128645983225],[38.32379306191242,-4.920167646316416],[38.323757363500434,-4.919877816216596],[38.32387780536353,-4.919659333333173],[38.324109683478966,-4.919538914788893],[38.32436825396473,-4.919708355646464],[38.32455558829944,-4.919806465857759],[38.32474284170798,-4.9196504155446],[38.324720570720395,-4.919364986909543],[38.32458678383719,-4.9191286738965285],[38.32435932944039,-4.918874477506601],[38.32414530130123,-4.918713974239625],[38.32390007663217,-4.9187139889632165],[38.32345858955652,-4.918424163881747],[38.323360498788325,-4.9180852194703695],[38.32293243542192,-4.917799851743081],[38.32268720629935,-4.917617051682357],[38.32258461181568,-4.917630428818021],[38.322673859377005,-4.917938096761212],[38.32262031085452,-4.918281468443899],[38.32239735235568,-4.918375089517723],[38.32214761865643,-4.918330500927066],[38.321911311504905,-4.917866741935127],[38.32197820765987,-4.91753230672913],[38.32195143312512,-4.917434212566359],[38.32163037908421,-4.9173048818710505],[38.32145646411712,-4.917108705706979],[38.32111313550647,-4.916939229923791],[38.32089467467321,-4.916573596159775],[38.32096149144117,-4.9162971713242465],[38.320881246987355,-4.9161856957882835],[38.320743030111935,-4.916364035845139],[38.3204665955031,-4.916636020629145],[38.320314949969976,-4.916716326465214],[38.32006971123718,-4.916346173200262],[38.319967112732996,-4.91574423891237],[38.31931163643837,-4.915717436840474],[38.31920019196348,-4.916421968603849]]]}","[12, 1, 6]",,,,0,0,73.8,4647.37993499158,102.467482702717,76.8506120270374,0.1284211841,0.1284211841,0.1283687861,0.1284211841,0.1176376129,0.008907711548,0,0,0.01364102416
299,Tanzania,"This area have 41.9 ha, whereby a total of 50,000 trees are needed to restore this area",Tree Nation,2020-07-08 08:15:10+00:00,41,629,0.441917349340211,103712,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[38.38626502361131,-4.848808648412553],[38.38634976799442,-4.850351481640591],[38.38813339131041,-4.849410661418696],[38.38856151804798,-4.848982523554189],[38.3892482018761,-4.849495324972265],[38.389653991817134,-4.8505432548493],[38.38976098115159,-4.851501917329484],[38.38946226200115,-4.8520816007113385],[38.389417682932475,-4.852487418041834],[38.39072861636035,-4.852572134123958],[38.39195044955289,-4.85069035748139],[38.39326141336747,-4.849495368704201],[38.39405511140533,-4.8481888515370635],[38.39413984586173,-4.847270275599209],[38.39493353341275,-4.846480989365476],[38.39493353341275,-4.846115377267956],[38.39504059456821,-4.8457720004875915],[38.396458556322976,-4.845879014788969],[38.39677965159018,-4.845664983520784],[38.396543287715964,-4.844790971137279],[38.39619994419972,-4.844532379236715],[38.39568271693489,-4.845326101869413],[38.394933533412754,-4.8447910302226],[38.394826552401014,-4.844621545237395],[38.3938410660653,-4.845517811268497],[38.39319450841457,-4.846030601254847],[38.392810988327845,-4.846075234343542],[38.39236064055596,-4.846543409517362],[38.39291805290135,-4.846757473349903],[38.39278874007902,-4.847569043000725],[38.39294030110691,-4.848295870497543],[38.39242304848168,-4.848211162580173],[38.39188796086388,-4.849214446178865],[38.390791025817826,-4.848487593978093],[38.39147776694485,-4.847867751253728],[38.391865712306206,-4.846498812623574],[38.39179880594887,-4.845473247105722],[38.39154467362521,-4.844897993307597],[38.39053688964262,-4.844982716112953],[38.389805559990144,-4.844960433557548],[38.38952467264709,-4.846351712238639],[38.3892705316324,-4.847613619953712],[38.38963166218959,-4.848255699498887],[38.38985013879881,-4.848469765789651],[38.38954692198805,-4.8489825314280255],[38.388944982320844,-4.848616893487595],[38.38830287520774,-4.8478053696810335],[38.38877550005982,-4.846842195673064],[38.38785249690486,-4.84641410808168],[38.387531438849486,-4.847698349155012],[38.38686706785932,-4.848041672571708],[38.38626502361131,-4.848808648412553]]]}","[10, 9, 1]",,,,0,0,92.76078431,10445.0794980277,387.785759979447,387.785759979447,0.3215521139,0.3215521139,0.3215521139,0.3215521139,0.3197703884,0,0,0,0.006260495295
300,Tanzania,"12.8 ha of the Top Hill located at Mbelei (-4.839891,  38.392178), had been destroyed by fire more than five years ago. This area require 14,208 trees to be restored",Tree Nation,2020-07-08 08:25:36+00:00,41,630,0.156275977521333,15393,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[38.38963166218959,-4.84142437385683],[38.390148936528746,-4.841937153847692],[38.390898093643834,-4.841897043109911],[38.39179880594887,-4.84151354624533],[38.39227148627473,-4.841406548784109],[38.39274416324035,-4.840933845599328],[38.392918052901344,-4.840826883110173],[38.39326141336747,-4.8401223012667645],[38.393430803877585,-4.840015324005749],[38.39405511140533,-4.8401446012853295],[38.394483200018016,-4.839801294609059],[38.39480422451049,-4.839328599624428],[38.394162093658444,-4.838133537364974],[38.39398820725112,-4.8383029830699],[38.394117517740575,-4.83881581508643],[38.3937741616957,-4.839243868409074],[38.39323908495129,-4.839328629283035],[38.39304736547217,-4.839012024327317],[38.39261485007983,-4.839350905192191],[38.3921644206601,-4.839480231448313],[38.39212434128965,-4.838945127282164],[38.39223132664953,-4.8384100463977635],[38.39236064055596,-4.838195975670021],[38.39160708231679,-4.837598498047253],[38.39104965898126,-4.837834828692223],[38.39083560396588,-4.838004276195896],[38.3913707000522,-4.838325287825918],[38.39120130429374,-4.838583951622636],[38.39076877689311,-4.838347595688457],[38.39057705029118,-4.838071121727182],[38.3902559250669,-4.838347598057144],[38.39072861636035,-4.839012026252266],[38.39027825448485,-4.839181419688433],[38.39017126598261,-4.8397165230673185],[38.390425403555106,-4.840015288249946],[38.39023367596316,-4.840742153483642],[38.38993487861398,-4.840782257105732],[38.38963166218959,-4.84142437385683]]]}","[9, 10, 2]",,,,0,0,55.74509804,1717.4588995481,0,0,0.1062304125,0.1062304125,0.1062304125,0.1062304125,0.1053395402,0,0,0,0.000891
301,Tanzania,"17.5 ha of the Top Hill located at Mbelei ( -4.843284,  38.388876), had been destroyed by fire. This area require 19,425 trees to be restored",Tree Nation,2020-07-08 08:27:28+00:00,41,631,0.215584304804463,175032,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[38.385921707346945,-4.8406931137566485],[38.3861803594468,-4.841442208568872],[38.38635426627146,-4.842253794757123],[38.38678232413527,-4.842186913401095],[38.38746902633306,-4.8427219446962555],[38.386844737296066,-4.843814476505011],[38.38678232413527,-4.844175663784526],[38.38785699508027,-4.84488466566689],[38.38839203480975,-4.845330532634313],[38.38946226200115,-4.845758612499983],[38.389529090386866,-4.845094201373199],[38.3892258721123,-4.844456575122776],[38.389422100679354,-4.84413553819805],[38.390148936528746,-4.844050763002997],[38.39072861636035,-4.843555837422061],[38.39098724976651,-4.843301634359196],[38.39072861636035,-4.843087647228851],[38.39107198813267,-4.842592689941503],[38.390902511292374,-4.842017424169102],[38.39006419698634,-4.842146753622486],[38.38948451136299,-4.8416339252763425],[38.389315110799714,-4.841353015036101],[38.388583767711154,-4.841972829174851],[38.38746902633306,-4.841397642267349],[38.38776775443634,-4.8410765542318765],[38.38763843159853,-4.840800105876062],[38.38796398730562,-4.840710944075313],[38.38779008468971,-4.840394332782236],[38.38755376918218,-4.840287295453789],[38.38742444592832,-4.839707633690051],[38.38654600504722,-4.839239410873224],[38.385966288758866,-4.84013568572151],[38.385921707346945,-4.8406931137566485]]]}","[10, 9, 1]",,,,0,0,85.43921569,6774.08980009191,399.433982699525,399.433982699525,0.1807415598,0.1807415598,0.1807415598,0.1807415598,0.1682694212,0,0,0,0.01959907422
302,Tanzania,"268 ha of agroforestry land at Mmanyai village (-4.765382, 38.325096), had been destroyed by human activities mostly being farming. This area require 397,480 trees of different species to restore the area.",Tree Nation,2022-02-22 20:01:24+00:00,41,881,2.06540540557612,154140,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[38.320185657006014,-4.7820692646754805],[38.32204510374781,-4.781984557990485],[38.324087331878765,-4.7837816032179505],[38.32436825396473,-4.783790469434304],[38.3246536773123,-4.782943282987249],[38.32500149014255,-4.782849625670794],[38.3259289821666,-4.783848484137374],[38.32728900178679,-4.783054773895152],[38.32822096423955,-4.783264317482819],[38.328377013616844,-4.783041379567293],[38.33083395936168,-4.783072601383994],[38.33184618409424,-4.781939991338324],[38.33049510061926,-4.780187532661848],[38.327873168179046,-4.777471975617327],[38.32637045291033,-4.773646053943643],[38.32821646203675,-4.771122191479716],[38.32765464906173,-4.7700520004206],[38.32872930922119,-4.769409875526699],[38.327743809450205,-4.766672035766121],[38.32675387322944,-4.766716598660415],[38.326156350817996,-4.765989738266009],[38.32637045291033,-4.76496418610859],[38.326584473917706,-4.763510480210155],[38.32529575478396,-4.76299326993121],[38.32289231439102,-4.762993247667186],[38.32164822886104,-4.7638939893415335],[38.32151001357272,-4.768919368511273],[38.3209392191926,-4.772446561388775],[38.32025255488926,-4.779438393194424],[38.320185657006014,-4.7820692646754805]]]}","[2, 1, 5]",,,,0,0,1344,10115.7622570561,14489.5480492685,14489.5480492685,0.5554088246,0.5580816642,0.5643183714,0.5669912657,0.5643184268,0,0.01069149878,0,0.004454753845
303,Tanzania,"120 ha of the Non Forest Reserve owned by Ndabwa Village located (-4.703292,38.282298), had been destroyed by human activities mostly being cutting down of trees and fire. This area require 133,200 trees of different species to restore the area.",Tree Nation,2022-02-23 13:18:16+00:00,41,882,1.30734926633824,24254,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[38.27845293926747,-4.704828741854974],[38.27967473798581,-4.706772877679499],[38.28029455939452,-4.706496452771411],[38.28165011714282,-4.707415009928755],[38.28257314221568,-4.707865350384289],[38.28274257261284,-4.706986967751749],[38.282011267403064,-4.706389413434062],[38.28276485758569,-4.705194405093494],[38.28456637599983,-4.705983645840075],[38.28506129634186,-4.70683977409327],[38.2844370139029,-4.708034860968876],[38.28594421163124,-4.708676938081986],[38.28632770296389,-4.707950117698945],[38.28525750968445,-4.707437311305853],[38.28654169129884,-4.706710501626599],[38.287701077858195,-4.708079401320488],[38.28864638297043,-4.708547650452929],[38.29040776346847,-4.7082488787560095],[38.29250798984323,-4.70611298397721],[38.295125518562585,-4.708208734468636],[38.29533955920492,-4.7109466173053365],[38.2970562835611,-4.7101306096823325],[38.2974888560805,-4.707736067087678],[38.29929029991486,-4.703718415719173],[38.29855901463883,-4.700851242573248],[38.29568285933891,-4.705511001440987],[38.2943540495962,-4.70431597097748],[38.293239260824244,-4.702946999365471],[38.29203532600661,-4.703031732387665],[38.29259269252315,-4.70457012245935],[38.291094493021966,-4.705898910002678],[38.28860181693276,-4.705470834161265],[38.29019370705056,-4.704057326841951],[38.28911907074197,-4.702732936038567],[38.287830433647926,-4.70641170443051],[38.286541691298844,-4.706282405470856],[38.28779029154838,-4.7043159405687645],[38.286671049328994,-4.7027775793723965],[38.28564100495077,-4.703161044657724],[38.28564100495076,-4.701578027439809],[38.288173772305385,-4.70110984610365],[38.287317594393144,-4.699910329398045],[38.2847000820836,-4.699526883896168],[38.28444151905475,-4.7009805030358995],[38.28145389322866,-4.700271507047803],[38.28068242758383,-4.702670540499483],[38.280856368157956,-4.703223455329417],[38.279072691527965,-4.703629212957523],[38.27845293926747,-4.704828741854974]]]}","[10, 9, 3]",,,,2,1.154146419,174,942.761086904488,131821.876435643,131821.876435643,1.037516537,1.036625497,1.036625497,1.036625497,1.03575193,0,0,0,0.005346269226
304,Tanzania,"5144 ha of Makanya ward (-4.517565,38.404943) had been destroyed by human domestic uses like grazing, farming, cutting down of trees e.t.c., hence led to deforestation. This area requires at least 5,709,840 different tree species to be restored.",Tree Nation,2022-02-23 14:00:13+00:00,41,883,1.52164226070006,249098,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[38.410607281961575,-4.684093890361513],[38.41062069157044,-4.6844550737109],[38.41160616996503,-4.685984589674431],[38.41158384771237,-4.686809493230723],[38.41306424646909,-4.688040216976569],[38.413621645746765,-4.688682330654284],[38.413461139001434,-4.689119330437346],[38.41432172040594,-4.689257524676329],[38.41515555356999,-4.688949870843055],[38.41662704082014,-4.689181756741987],[38.4161856060986,-4.688169546869307],[38.41643530852974,-4.687728079334662],[38.41729151577947,-4.687665662457393],[38.417978223910175,-4.6888205575627],[38.416894646143895,-4.689395768503729],[38.416497774135756,-4.690104798377941],[38.417014999941735,-4.690894029877429],[38.42113523961389,-4.690871741146152],[38.42265580750074,-4.690229666778544],[38.42295903379394,-4.689855068494286],[38.423654594512435,-4.690265321185386],[38.42431899911991,-4.689547426042301],[38.42458657343185,-4.687835081475739],[38.42402918594168,-4.68761215048481],[38.423288992522934,-4.688499536248089],[38.422562117762205,-4.687665684427197],[38.42353866823232,-4.686787229100453],[38.42413620020725,-4.686180802950791],[38.423021412978684,-4.684972336865343],[38.42082309338509,-4.6838040484763095],[38.42171488998182,-4.682733869447373],[38.422486330936074,-4.6819535199162665],[38.422660223037845,-4.681142010495813],[38.42210281936694,-4.680392861158267],[38.42234808398157,-4.679741828640903],[38.421170885849094,-4.679679418841177],[38.42034154393158,-4.6793672608076875],[38.41557917052853,-4.679786447896196],[38.41547214246571,-4.68163697547038],[38.41499954687111,-4.6821185151650715],[38.41437969162037,-4.682234475259492],[38.41376432700505,-4.681891151462486],[38.411985165340084,-4.68235043090195],[38.410607281961575,-4.684093890361513]]]}","[5, 1, 3]",,,,0,0,4958.011765,0,0,0,0.04631450737,0.044532364,0.04717761607,0.04628655204,0.03751213878,0,0.000863,0,0.009665479917
