status,data.forests.id,data.forests.name,data.forests.short_desc,data.forests.location_desc,data.forests.total_surface,data.forests.reforested_surface,data.forests.occupied_surface,data.forests.main_image,data.forests.available,data.forests.offset_type,data.forests.timeline_formula,data.forests.co2_years,data.forests.co2_sqm,data.forests.forest_slug,data.forests.captured_co2,data.forests.coordinates
200,30010889,"Methane Recovery And Biogas Utilization Project, Lao Cai Province, Vietnam",NA,Viet Nam,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,methane-recovery-and-biogas-utilization-project-lao-cai-province-vietnam,0,
200,30011145,Tasc Clean Cooking Poa – Vpa 1 (Zambia),NA,Zambia,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,tasc-clean-cooking-poa-vpa-1-zambia-,0,
200,1001226,Anhui Zhongxing Shouchuang Energy-Saving Service Co. Ltd. Biomass Boiler Re,"The project activity is a biomass utilization project located in Anhui Huatai Textile Co., Ltd plant area, Changjiang Bridge Comprehensive Economic Zone, Anqing city, Anhui Province, P. R. China, which adopted biomass direct combustion technology to retrofit the original 1 × 15 t/h and 1 × 8 t/h coal-fired boiler for thermal energy supply. The retrofitted heat generation system of the project activity consists of one biomass boiler for 15 t/h and the other for 8 t/h.","Anhui, China",0,0,0,https://statics.reforestum.com/forests/headers/default/08.jpg,FALSE,VCU,NA,0,NA,anhui-zhongxing-shouchuang-energy-saving-service-c,0,
200,1001482,"Wind Energy Project in Harapanahalli, Karnataka","CLP Wind Farms (India) Private Limited has implemented a wind power project of capacity 39.6 MW comprising of 24 numbers of Wind Turbine Generators (WTGs), each with rated capacity of 1.65 MW.   The project is located in Harapanahalli taluk of Karnataka state. It is a greenfield project and electricity generated by this wind farm will be supplied to distribution licences.","Karnataka, India",0,0,0,https://statics.reforestum.com/forests/headers/default/02.jpg,FALSE,VCU,NA,0,NA,wind-energy-project-in-harapanahalli-karnataka,0,
200,1002250,Delta Blue Carbon – 1,"The project is designed to promote climate change mitigation and adaptation, conserve and maintain biodiversity, improve livelihoods of local communities, ensure coastal areas protection and create alternative livelihoods. This a 60-years project renewable for up to 100 years and is being implemented over an area of 350,000 ha in the Districts of Thatta and Sujawal in the Indus Delta Area, Sindh Province, Pakistan.","Sindh, Pakistan",3500000000,3500000000,3500000000,https://statics.reforestum.com/forests/headers/default/08.jpg,FALSE,VCU,NA,0,NA,delta-blue-carbon-1,0,
200,1002506,Adjusted Water Management in Rice Cultivation In Northern Lujiang County,"The project changing from continuously flooded to intermittent flooded condition during rice cultivation is conducted in the north of Lujiang County within Hefei City, Anhui Province of China, with a total acreage of 14,189 ha for double-cropping rice.","Anhui, China",141890000,141890000,141890000,https://statics.reforestum.com/forests/headers/default/13.jpg,FALSE,VCU,NA,0,NA,adjusted-water-management-in-rice-cultivation-in-n,0,
200,1002762,Guizhou Xintian CMM Power Generation Project,"Guizhou Xintian CMM Power Generation Project (hereafter referred to as “the Project”) refers to a power plant which utilizes low concentration coal mine methane (CMM) for power generation to supply electricity to the Xintian coal mine and to China Southern Power Grid (CSPG). The Project is located in Gantang Town, Qianxi County, Bijie City, Guizhou Province, People’s Republic of China.
The purpose of the Project is to utilize the extracted low concentration CMM to produce electricity.","Guizhou, China",0,0,0,https://statics.reforestum.com/forests/headers/default/03.jpg,FALSE,VCU,NA,0,NA,guizhou-xintian-cmm-power-generation-project,0,
200,1003018,BigCoast Forest Climate Initiative,NA,"British Columbia, Canada",440220000,440220000,440220000,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/forests/headers/default/07.jpg,FALSE,VCU,NA,0,NA,bigcoast-forest-climate-initiative,0,
200,2002016010,Restauración Forestal En La Finca Sa Duaia-Es Recó,"The project ""Restauración Forestal In La Finca Sa Duaia-Es Recó"" is located in Artà, in the province of Balears, Illes. With a total area of 1.4 hectares, it is expected to absorb 121.0 tons of CO2 in 40 years. The project consists of reforestation with Pinus halepensis, Quercus ilex and Olea europaea var. sylvestris.","Artà, Balears, Illes, Spain",10000,10000,10000,https://statics.reforestum.com/forests/galleries/miterd/2002016010_2016-b010_tcm30-180536_2002016010_0_0.jpg,FALSE,VCU,NA,40,0.01099999999999999936,restauración-forestal-en-la-finca-sa-duaia-es-recó,0,
200,2002021130,Bosque Co2Gestion “Ribera De Duero”,"The project ""Bosque Co2Gestion ""Ribera De Duero"" is located in Castrillo de Duero, in the province of Valladolid. With a total area of 29.16 hectares, it is expected to absorb 3001.0 tons of CO2 in 35 years. It is a plantation of Pinus pinea, Juniperus oxycedrus, J. communis and Juniperus thurifera.","Castrillo de Duero, Valladolid, Spain",290000,290000,290000,https://statics.reforestum.com/forests/galleries/miterd/miterd_default.jpg,FALSE,VCU,NA,35,0.00940752351097178668,bosque-co2gestion-“ribera-de-duero”,0,
200,100106,"Taohua 9MW Hydro Power Project in Guizhou Province, China","Taohua Hydro Power Project in Guizhou Province of China is a run-of-river hydro power plant sited in Wangsi Town, Duyun City in Guizhou Province with the installed capacity 9MW.The project was developed by the Water Resource Bureau of Qiannan district and started to construct in 1996, but the proposed project was shut down in 1998 because of short funds. In 2004 the project owner purchased this project and continued to develop this project according to the stipulation of CDM.","Guizhou, China",0,0,0,https://statics.reforestum.com/forests/headers/default/12.jpg,FALSE,VCU,NA,0,NA,taohua-9mw-hydro-power-project-in-guizhou-province,0,
200,100362,Grid-connected wind electricity generation project identified as Project E6,"Limited (MSEDCL), a part of North East West North-East (NEWNE) Electricity Grid of India . The basic purpose of the initiative is to clean energy through renewable energy source and supply the power to grid. The power generated by the project displaces an equivalent quantity of power generated by grid by a majority of fossil fuel combustion, thus contributing to the cause of conservation of the conventional sources of energy.",India,0,0,0,https://statics.reforestum.com/forests/headers/default/13.jpg,FALSE,VCU,NA,0,NA,grid-connected-wind-electricity-generation-project,0,
200,100618,Conversion of SF6 To An Alternative Cover Gas In Magnesium Production In Ea,"Meridian Magnesium Products primary business is production and casting of magnesium alloys into automotive parts using an injection molding process. This process requires a protection system to prevent the ignition of molten magnesium in the presence of air. The protection system historically used in Meridian Magnesium Products is sulfur hexafluoride (SF6) gas in Eaton Rapids, US and Strathroy, Canada.","Michigan, United States",0,0,0,https://statics.reforestum.com/forests/headers/default/08.jpg,FALSE,VCU,NA,0,NA,conversion-of-sf6-to-an-alternative-cover-gas-in-m,0,
200,300554,"Gansu Anxi Wind Farm Project, 100.5 Mw",NA,China,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gansu-anxi-wind-farm-project-100-5-mw,0,
200,3001098,Zhongshan County Micro Hydro Project Bundle No.1,NA,China,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,zhongshan-county-micro-hydro-project-bundle-no-1,0,
200,3004426,Wind Energy Project In Gujarat,NA,India,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,wind-energy-project-in-gujarat,0,
200,3005194,Gs1247 Vpa 80 Lango Safe Water Project,NA,Uganda,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs1247-vpa-80-lango-safe-water-project,0,
200,3007498,Cpa-Ke-001 Kibera,NA,Kenya,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,cpa-ke-001-kibera,0,
200,3007754,Tuppadahalli Wind Energy Project,NA,India,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,tuppadahalli-wind-energy-project,0,
200,30010890,"Methane Recovery And Biogas Utilization Project, Quang Tri Province, Vietnam",NA,Viet Nam,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,methane-recovery-and-biogas-utilization-project-quang-tri-province-vietnam,0,
200,1001483,La Ferme - Bambous solar photovoltaic power plant,"La Ferme - Bambous Solar Photovoltaic Power Plant consists of the construction and operation of a greenfield 15.2 MW solar photovoltaic power plant in Eau Bonne, Bambous (Mauritius). It involves the setting up of photovoltaic panels which will capture solar energy and convey such energy to the convertor station in order to produce electricity exported to the national grid.","Black River, Mauritius",0,0,0,https://statics.reforestum.com/forests/headers/default/10.jpg,FALSE,VCU,NA,0,NA,la-ferme-bambous-solar-photovoltaic-power-plant,0,
200,1001739,3 MW Hydro Power Project by Darjeeling Power Pvt. Ltd.,"The project activity is a new 3 MW Shaung hydro power plant in the Kullu district, Himachal Pradesh, India with 25% continuous over load installed capacity. It is a run-of-the-river power project which is utilizing water from the tail race of Sarbari I SHP. Shaung Mini Hydropower project was allotted to Darjeeling Power Pvt. Ltd. For harnessing the power potential of Shaung stream. The Shaung Mini Hydropower is a captive run of river power project of 3 MW power generation on Shaung stream.","Himachal Pradesh, India",0,0,0,https://statics.reforestum.com/forests/headers/default/04.jpg,FALSE,VCU,NA,0,NA,3-mw-hydro-power-project-by-darjeeling-power-pvt-l,0,
200,1002507,Adjusted Water Management in Rice Cultivation In Southern Lujiang County,"The project changing from continuously flooded to intermittent flooded condition during rice cultivation is conducted in the south of Lujiang County within Hefei City, Anhui Province of China, with a total acreage of 14,096 ha for double-cropping rice.","Anhui, China",140960000,140960000,140960000,https://statics.reforestum.com/forests/headers/default/10.jpg,FALSE,VCU,NA,0,NA,adjusted-water-management-in-rice-cultivation-in-s,0,
200,2002016011,Kataska,"The Kataska project is located in Durango, in the province of Bizkaia. With a total area of 2.75 hectares, it is expected to absorb 1324.0 tons of CO2 in 50 years. The project consists of a recovery of native forest in Urkiola Natural Park.","Durango, Bizkaia, Spain",30000,30000,30000,https://statics.reforestum.com/forests/galleries/miterd/2002016011_2016-b011_tcm30-180874_2002016011_0_0.jpg,FALSE,VCU,NA,50,0.04012121212121212005,kataska,0,
200,2002021131,Proyecto De Absorción Del Mvmc Santa Eulalia De Batalláns. Ayuntamiento De ,"The project ""Project of Absorption of the Mvmc Santa Eulalia De Batalláns. Town Hall of As Neves (Pontevedra)"" is located in As Neves, in the province of Pontevedra. With a total area of 42.12 hectares, it is expected to absorb 30924.0 tons of CO2 in 40 years. It is a plantation of Pinus pinaster in the neighboring mountain in common hand.","As Neves, Pontevedra, Spain",420000,420000,420000,https://statics.reforestum.com/forests/galleries/miterd/miterd_default.jpg,FALSE,VCU,NA,40,0.06693506493506493071,proyecto-de-absorción-del-mvmc-santa-eulalia-de-ba,0,
200,2002022155,Bosque Alianza Logistics,"The project ""Bosque Alianza Logistics"" is located in Alameda, in the province of Malaga. With a total area of 1.1 hectares, it is expected to absorb 155.0 tons of CO2 in 50 years. It is a plantation of carrasco pine, piñonero pine and holm oak in benches of a north facing hill in the Cerro de la Camorra.","Alameda, Málaga, Spain",10000,10000,10000,https://statics.reforestum.com/forests/galleries/miterd/miterd_default.jpg,FALSE,VCU,NA,50,0.01409090909090909144,bosque-alianza-logistics,0,
200,100107,Amatitlan Geothermal Project,"The Amatitlan Geothermal Project  (hereafter, the Project) developed by Ortitlan Limitada (hereafter referred to as the Project Developer) is a geothermal power plant in the Department of Escuintla, in Guatemala (hereafter referred to as the “Host Country”). Total installed capacity of the Project will be 25.2 MW, with an actual net capacity of 20.5 MW. The plant will utilize 3 turbines (two with installed capacities of 12 MW each, and one at 1.","Guatemala, Guatemala",0,0,0,https://statics.reforestum.com/forests/headers/default/04.jpg,FALSE,VCU,NA,0,NA,amatitlan-geothermal-project,0,
200,100363,Caldere Hydro Power Plant Project,"The Çaldere project is a run-of-river hydro-electric power plant with an installed capacity of 8.9MW with an annual electricity production of 35,000 MWh. The project is located on Çal creek of Dalaman stream in Dalaman township in Mugla Province, Turkey. The project is a small scale run-of-river hydropower plant achieving approximately 21,000 CO2e per annum.",Turkey,0,0,0,https://statics.reforestum.com/forests/headers/default/13.jpg,FALSE,VCU,NA,0,NA,caldere-hydro-power-plant-project,0,
200,100619,15 MW Grid Connected Renewable Energy Wind Turbine in Karnataka,"The project involves generation of 15 MW of electricity from installation of Wind Electric Generators (WEGs) across the Chtiradurga  wind Corridor   of Chitrdurga district in the state  of Karnataka  The project will harness the wind resource for electricity generation and will displace the electricity generated from the grid which comprises mainly the thermal generated energy mix resources,  The project is a group of project owned by a single owner Ms Mineral Enterprises Ltd Bangalore, in the w","Karnataka, India",0,0,0,https://statics.reforestum.com/forests/headers/default/09.jpg,FALSE,VCU,NA,0,NA,15-mw-grid-connected-renewable-energy-wind-turbine,0,
200,100875,FLORESTAL SANTA MARIA PROJECT,"https://santamariaproject.com/ - The FSM-REDD Project, proposed by Florestal Santa Maria S/A (FSM), is located in Colniza Municipality, Mato Grosso, Brazil. This region is part of the Brazilian Amazon and known as Deforestation Arch, due to the intense deforestation pressure. As an alternative to combat this, FSM-REDD Project estimates the avoidance of 29,923,331 tCO2 throughout 30 years within Fazenda Florestal Santa Maria – private land owned by FSM, comprising 71,714 ha. of native forest.","Mato Grosso, Brazil",717140000,717140000,717140000,https://statics.reforestum.com/forests/headers/default/09.jpg,FALSE,VCU,NA,0,NA,florestal-santa-maria-project,0,
200,3002891,"Gs1247 Vpa 7 Improved Kitchen Regimes: Kamabuye (Bugesera), Rwanda",NA,Rwanda,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs1247-vpa-7-improved-kitchen-regimes-kamabuye-bugesera-rwanda,0,
200,3005195,Gs1247 Vpa 81 Lango Safe Water Project,NA,Uganda,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs1247-vpa-81-lango-safe-water-project,0,
200,3007755,Wind Energy Project In Gujarat By Enn Enn Corp Limited,NA,India,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,wind-energy-project-in-gujarat-by-enn-enn-corp-limited,0,
200,30011147,Energy Efficient Stoves Program - Cpa1,NA,Ethiopia,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,energy-efficient-stoves-program-cpa1,0,
200,1001228,El Panul,Landfill gas flaring and energy project,"Coquimbo Region, Chile",0,0,0,https://statics.reforestum.com/forests/headers/default/02.jpg,FALSE,VCU,NA,0,NA,el-panul,0,
200,1001740,Reforestation with Teak  CO2e TEAKMEX,"The forestry project Reforestation with Teak  CO2e TEAKMEX is an ARR grouped reforestation carbon project based on the planting of Tectona grandis. The region of expansion of the grouped project covers the states of Tabasco, Chiapas, and Campeche in the United States of Mexico. Within these states, the project area of the first instance spans 4,011.","Tabasco, Mexico",75000000,75000000,75000000,https://statics.reforestum.com/forests/headers/default/12.jpg,FALSE,VCU,NA,0,NA,reforestation-with-teak-co2e-teakmex,0,
200,1001996,GENNEIA SOLAR PROJECTS IN  ARGENTINA,"The project has a total installed capacity of 82 MW and an expected average generation of around 208.89  GWh per year, which will be delivered to the SADI; avoiding part of the electricity generated by the grid- connected power plants. Thus, it will contribute to sustainability by increasing the share of renewable energy and reducing GHG emissions. PUBLIC COMMENT PERIOD: This project was open for public comment from 13 November – 13 December 2019.","San Juan, Argentina",0,0,0,https://statics.reforestum.com/forests/headers/default/10.jpg,FALSE,VCU,NA,0,NA,genneia-solar-projects-in-argentina,0,
200,1002252,Rio Anapu-Pacaja REDD Project,"The Rio Anapu-Pacaja  REDD Carbon Credit Project in Portel, Para is protecting 165,707 hectares in a highly critical region of the Brazilian Amazon.   The high levels of land grabbing, land conflict and instability in the region has allowed the project to strongly focus on bringing stability to all the areas that surround the project area by paying for and helping the local residents known as Riverine people to gain land tenure documents and eventually full freehold title deeds.","Pará, Brazil",1657070000,1657070000,1657070000,https://statics.reforestum.com/forests/headers/default/03.jpg,FALSE,VCU,NA,0,NA,rio-anapu-pacaja-redd-project,0,
200,1002508,UNITOR REDD+ PROJECT,"The UNITOR REDD+ PROJECT is located in Lábrea, Amazonas State, Brazil, which is the municipality with the fourth highest aggregate deforestation rate in Brazil between 2008 and 2020, according to PRODES data1. Municipal deforestation rates have risen year on year, from 3.8% in 2017 to 5.3% in 2020, making it a priority area for forest conservation worldwide. A consortium of 15 neighbouring properties comprises the Unitor REDD+ Project, summing to 99,035.","Amazonas, Brazil",942700000,942700000,942700000,https://statics.reforestum.com/forests/headers/default/03.jpg,FALSE,VCU,NA,0,NA,unitor-redd-project,0,
200,2002021132,Proyecto De Absorcion Del Monte De Rubias 2014. Ayuntamiento De Bande (Oure,"The project ""Project of Absorcion Del Monte De Rubias 2014. City Council of Bande (Ourense)"" is located in Bande, in the province of Ourense. With a total area of 18.72 hectares, it is expected to absorb 13745.0 tons of CO2 in 40 years. It is a plantation of Pinus pinaster in the neighboring mountain in common hand.","Bande, Ourense, Spain",190000,190000,190000,https://statics.reforestum.com/forests/galleries/miterd/miterd_default.jpg,FALSE,VCU,NA,40,0.06576555023923444376,proyecto-de-absorcion-del-monte-de-rubias-2014.-ay,0,
200,2002022156,Bosque Repsol Impacto Social En Grandas De Salime I (Principado De Asturias),"The project ""Bosque Repsol Impacto Social En Grandas De Salime I (Principado De Asturias)"" is located in Grandas de Salime, in the province of Asturias. With a total area of 2,102 hectares, it is expected to absorb 998.0 tons of CO2 in 50 years. It's a Pinus pinaster plantation.","Grandas de Salime, Asturias, Spain",21020,21020,21020,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/forests/galleries/miterd/miterd_default.jpg,FALSE,VCU,NA,50,0.04316235619756076530,bosque-repsol-impacto-social-en-grandas-de-salime-i-(principado-de-asturias),0,
200,100108,Tiefa Coal Mine Methane Utilisation for Power Generation Project,"Tiefa Coal Mine Methane Utilisation for Power Generation Project, which is sponsored by Tiefa Coal Industry (Group) Co., Ltd (TCIC), will utilize the coal mine methane currently being vented to atmosphere for power generation. 20 sets of 500kW ShengdongShengdong gas engine type power generation units will be installed with an aggregate installed capacity of 10MW, split over several power stations as follows: 1.5MW, 1.5MW, 1.5MW, 1.5 MW, 1.5MW, 1.","Liaoning, China",0,0,0,https://statics.reforestum.com/forests/headers/default/03.jpg,FALSE,VCU,NA,0,NA,tiefa-coal-mine-methane-utilisation-for-power-gene,0,
200,100364,Bundled 15 MW Wind Power Project in India,"The project activity is a Wind energy based power generation project of capacity 15 MW, 12 Wind Turbine Generators (WTGs) of 1.25MW each. The WTGs are located in Districts Chitradurga in Karnataka, Tirunelveli in Tamilnadu, Sangli and Dhule in Maharashtra.","Karnataka, India",0,0,0,https://statics.reforestum.com/forests/headers/default/13.jpg,FALSE,VCU,NA,0,NA,bundled-15-mw-wind-power-project-in-india,0,
200,100620,LKPPL Fuel Switch Project for Generation of Cleaner Power,"The purpose of the project activity is generation of electricity using clean fuel and exporting to the state grid thus reducing greenhouse gas emissions. The plant was installed with intent to generate power with liquid fuel1. The plant was operating on Naphtha as liquid fuel. In the project activity, Naphtha is replaced by Natural Gas (NG) as fuel for power generation.","Andhra Pradesh, India",0,0,0,https://statics.reforestum.com/forests/headers/default/04.jpg,FALSE,VCU,NA,0,NA,lkppl-fuel-switch-project-for-generation-of-cleane,0,
200,100876,Shree Nakoda Ispat Ltd 12MW Biomass power generation project,"The proposed project activity involves the installation and operation of a grid connected 12MW biomass (rice husk) based power plant in the industrial facility of SNIL, located at Siltara, Raipur district in the state of Chattisgarh, India. The project activity would be used for captive power consumption at SNIL and export of surplus power to the grid.","Chhattisgarh, India",0,0,0,https://statics.reforestum.com/forests/headers/default/12.jpg,FALSE,VCU,NA,0,NA,shree-nakoda-ispat-ltd-12mw-biomass-power-generati,0,
200,3001100,Zhongshan County Micro Hydro Project Bundle No.2,NA,China,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,zhongshan-county-micro-hydro-project-bundle-no-2,0,
200,3002892,"Gs1247 Vpa 8 Improved Kitchen Regimes: Ruhuha (Bugesera), Rwanda",NA,Rwanda,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs1247-vpa-8-improved-kitchen-regimes-ruhuha-bugesera-rwanda,0,
200,3003404,Biodigestor Program In The State Of Kerala By  Inseda And Sda,NA,India,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,biodigestor-program-in-the-state-of-kerala-by-inseda-and-sda,0,
200,3005196,Gs1247 Vpa 82 Lango Safe Water Project,NA,Uganda,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs1247-vpa-82-lango-safe-water-project,0,
200,30011148,Energy Efficient Stoves Program - Cpa 2,NA,Ethiopia,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,energy-efficient-stoves-program-cpa-2,0,
200,13,Nii Kaniti,The project focuses on protecting rainforest and avoiding deforestation on community land through scaling up sustainable community forest management.,"Ucayali, Eastern Peru",1270040000,1270040000,1270040000,https://statics.reforestum.com/forests/headers/nii-kaniti-header.jpg,FALSE,VCU,NA,0,0.00000000000000000000,nii-kaniti,0,
200,1001229,Fronteira and Novicel Ceramics Fuel Switching Project,"Fronteira and Novicel Ceramics are two industries that produce ceramic units, such as bricks and tiles, destined mainly for the market in Manaus, State of Amazonas, Brazil. Before the project activity, the fuel utilized to produce the ceramic units was non-renewable biomass, i.e. native wood without forest management plan obtained from the Amazon rainforest, which led to the deforestation of this biome.","Roraima, Brazil",0,0,0,https://statics.reforestum.com/forests/headers/default/03.jpg,FALSE,VCU,NA,0,NA,fronteira-and-novicel-ceramics-fuel-switching-proj,0,
200,1001485,Chorokhi Hydro Power Plant Project,"The project of Achar Energy 2007 Ltd. Co. (hereafter referred to as “Achar Energy”), Chorokhi Hydro Power Plant Project (hereafter referred to as the “Project” or “Chorokhi HPP”), is a Greenfield hydro power project and located on Chorokhi river, in Batumi city of Georgia. Total installed capacity of Chorokhi HPP is planned to be around 98.731 MWe and expected annual electricity generation amount is 410.8 GWh.","Autonomous Republic of Adjara, Georgia",0,0,0,https://statics.reforestum.com/forests/headers/default/06.jpg,FALSE,VCU,NA,0,NA,chorokhi-hydro-power-plant-project,0,
200,1001741,Yumrutepe Regulator and 15.013 MW Hydroelectric Power Plant Project,"Yumrutepe Regulator and 15.013 MW Hydroelectric Power Plant Project is a run-off river hydropower plant project located on Aksu Stream originating from North Anatolia mountains in Giresun province in Black Sea Region of Turkey. It is a grid connected electricity generation from renewable source project. The project is planned to generate 45,050,000 KWh of electrical power annually and to supply clean, renewable electricity to the National Electricity Grid.","Black Sea Region, Turkey",0,0,0,https://statics.reforestum.com/forests/headers/default/12.jpg,FALSE,VCU,NA,0,NA,yumrutepe-regulator-and-15-013-mw-hydroelectric-po,0,
200,1001997,TROPICAL WIND IN THAILAND,"The purpose of the project activity is to generate clean electricity with utilization of wind energy. The project consists of 30 numbers of Vestas Wind Turbine Generators (WTGs) of 3.0 MW capacities each. The project WTGs are installed in the Wangyaithong and Bueng Prue sub-districts of Thepharak District, Nakhonratchasima Province in Thailand. All the WTGs of the project activity were commissioned on 28/09/2018.","Nakhon Ratchasima Province, Thailand",0,0,0,https://statics.reforestum.com/forests/headers/default/13.jpg,FALSE,VCU,NA,0,NA,tropical-wind-in-thailand,0,
200,2002021133,"Sobrado Forestal 2014, S.L.","The project ""Sobrado Forestal 2014, S.L."" is located in Sobrado, in the province of Coruña, A. With a total surface area of 24.95 hectares, it is expected to absorb 538.0 tons of CO2 in 50 years. It is a plantation of Castanea sativa in the neighboring mountain in common hand.","Sobrado, Coruña, A, Spain",250000,250000,250000,https://statics.reforestum.com/forests/galleries/miterd/miterd_default.jpg,FALSE,VCU,NA,50,0.00195636363636363629,"sobrado-forestal-2014,-s.l.",0,
200,2002022157,Bosque De Astrazeneca En Grandas De Salime (Principado De Asturias),"The project ""Bosque De Astrazeneca En Grandas De Salime (Principado De Asturias)"" is located in Grandas de Salime, in the province of Asturias. With a total area of 7.69 hectares, 4132.0 tons of CO2 are expected to be absorbed in 50 years. It is a plantation of Pinus sylvestris, Pinus pinaster and Pinus radiata.","Grandas de Salime, Asturias, Spain",76900,76900,76900,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/forests/galleries/miterd/miterd_default.jpg,FALSE,VCU,NA,50,0.04884738148717342188,bosque-de-astrazeneca-en-grandas-de-salime-(principado-de-asturias),0,
200,100109,8.25 MW Bundled Wind Power Project,"The project comprises 14 wind turbine generators (WTGs) generating 8.25 MW of electricity to be evacuated to local grids in various parts of Maharashtra, Karnataka and Tamilnadu.",India,0,0,0,https://statics.reforestum.com/forests/headers/default/05.jpg,FALSE,VCU,NA,0,NA,8-25-mw-bundled-wind-power-project,0,
200,100621,"Biomass based renewable energy project in a Solvent Extraction Plant, India","The project activity entails use of renewable biomass for thermal and electrical energy generation at Ambika Solvex Ltd. (ASL). ASL operates a solvent extraction plant, extracting crude oil from Soya seeds. Prior to project activity, steam was generated in a boiler based on coal and electricity demand was met from the Madhya Pradesh State Electricity Board (MPSEB), which is part of Western Region (WR) grid in India.","Madhya Pradesh, India",0,0,0,https://statics.reforestum.com/forests/headers/default/06.jpg,FALSE,VCU,NA,0,NA,biomass-based-renewable-energy-project-in-a-solven,0,
200,100877,"Sichuan Huadian Xixi River Hydro-electricity Development Co., Ltd. Luogu Hy","Project  locates in Jietie Luogu  Town,Zhaojue County , Sichuan Province. Total installed capacity of the Project is 110 MW, consisting of two 55 MW turbines. The annual electricity is expected to supply 455,962MWh to the grid.","Sichuan, China",0,0,0,https://statics.reforestum.com/forests/headers/default/04.jpg,FALSE,VCU,NA,0,NA,sichuan-huadian-xixi-river-hydro-electricity-devel,0,
200,300813,Solar Cookstoves Project In Bolivia,NA,"Bolivia, Plurinational State of",0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,solar-cookstoves-project-in-bolivia,0,
200,3001101,Zhongshan County Micro Hydro Project Bundle No.3,NA,China,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,zhongshan-county-micro-hydro-project-bundle-no-3,0,
200,3002893,"Gs1247 Vpa 9 Improved Kitchen Regimes: Mareba (Bugesera), Rwanda",NA,Rwanda,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs1247-vpa-9-improved-kitchen-regimes-mareba-bugesera-rwanda,0,
200,3003405,Los Santos Wind Power Project,NA,Costa Rica,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,los-santos-wind-power-project,0,
200,3005197,Gs1247 Vpa 83 Lango Safe Water Project,NA,Uganda,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs1247-vpa-83-lango-safe-water-project,0,
200,30011149,Energy Efficient Stoves Program - Cpa 3,NA,Ethiopia,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,energy-efficient-stoves-program-cpa-3,0,
